ID,330,331,333,334,335,342,343,344,345,346,347,348,349,350,351,332,126,133,125
0,117.76666666666668,125.26666666666668,174.5,120.41666666666669,165.26666666666668,139.13333333333333,138.95,148.96666666666667,116.55,170.16666666666666,164.28333333333333,166.43333333333334,163.25,150.78333333333333,163.23333333333332,,160.06666666666666,167.13333333333333,
1,,37.55,,49.15,25.816666666666666,25.18333333333333,23.25,48.96666666666667,52.75,47.85,46.08333333333334,51.73333333333333,25.03333333333333,38.15,40.766666666666666,,16.733333333333334,46.16666666666666,
2,33.28333333333333,,58.55,,55.0,47.03333333333333,49.46666666666667,,,48.8,46.98333333333333,52.63333333333333,40.38333333333333,29.41666666666667,41.88333333333333,,32.2,47.06666666666667,
3,19.3,,,,,,,,,,,,,,,,58.15,66.05,54.88333333333333
4,,,50.38333333333333,,20.5,51.65,47.38333333333333,46.13333333333333,,29.466666666666665,34.98333333333333,44.46666666666667,33.583333333333336,35.8,24.28333333333333,,55.13333333333333,37.05,
5,46.25,,28.6,,39.35,,,,,25.9,16.966666666666665,19.1,26.25,24.066666666666666,26.316666666666666,57.38333333333333,46.41666666666666,19.816666666666666,
6,38.48333333333333,,53.36666666666667,,,,,,,65.75,56.8,50.33333333333334,66.1,61.0,66.15,31.25,71.76666666666667,59.66666666666666,54.96666666666667
7,46.11666666666667,,86.66666666666669,,,,,,,,,86.45,,,,47.58333333333334,,,19.83333333333333
8,,,62.93333333333333,,42.85,,,68.48333333333333,,49.68333333333333,46.03333333333333,59.58333333333334,59.03333333333333,63.65,52.11666666666667,,77.48333333333333,53.83333333333334,
9,,,21.166666666666668,,,,,,,40.9,31.95,35.416666666666664,47.06666666666667,44.88333333333333,43.86666666666667,60.18333333333333,,33.71666666666667,
10,,,38.15,,,,,,,,,46.46666666666667,,,,16.6,,53.9,60.21666666666667
11,,,77.2,,,,,,,,,,,,,44.8,,,19.683333333333334
